raw_text,aspectTerms
I think students should discuss in the classroom and the teacher must use microphone and projector for clear teaching.,"[{'term': 'content quality', 'polarity': 'neutral'}]"
I want to thank you for every time you give me advice. The best!,"[{'term': 'content quality', 'polarity': 'neutral'}]"
I love teachers because they have read our work before Q@& a session so that they can provide good comments,"[{'term': 'organization', 'polarity': 'positive'}]"
Aj. It is very nice. You made us feel comfortable asking. Thank you.,"[{'term': 'organization', 'polarity': 'neutral'}]"
"Please, a little speed decreases.","[{'term': 'content quality', 'polarity': 'neutral'}]"
"Change the way you taught, not copy of the book. It is simplified and easy for students.","[{'term': 'instructor', 'polarity': 'negative'}]"
I felt that the slide was not detailed compared to [the section] when the teaching was quite fast and the task must be provided.Or you can verify the task to see the solution to be practiced,"[{'term': 'organization', 'polarity': 'neutral'}]"
"The workload is unbalanced and too much to handle. Some task is not nect and waste time. Some individual tasks seem like a project. In addition, the project requirement and the weekly allocation is not efficient, since the report must have 20 pages, the summary must be more than two pages. I think the number of pages cannot reflect any quality of work and knowledge.","[{'term': 'motivation', 'polarity': 'neutral'}]"
"The teacher does not understand, he must read almost 100%. There is no understanding of the content. It has the duty to teach about teaching does not need to speak with each other.","[{'term': 'motivation', 'polarity': 'negative'}]"
"He is a friendly person and can be a good advisor, however, he is not a good instructor at all, since he cannot deliver knowledge in the class for the student to understand.","[{'term': 'motivation', 'polarity': 'neutral'}]"
"Deciding organizing classes on the site and its only appearance in online meetings is one of the worst experiences that I have felt, safe, [instructor] can have health problems, but could have housed online classes. To add an insult to theinjury, [the instructor] expresses aversion to many students because no one listens to [the instructor], but we have a defense, there is nothing more than [instructor] just reading things on the presentation slides, so how could we keep us focused on?What is literally there on the slide itself? While I do not like to say that [the instructor] is redundant and useless, I and many others share the same opinion that there is almost nothing of value to be really involved in class [of the instructor], we have many other things that are important paratratat with.","[{'term': 'instructor', 'polarity': 'neutral'}]"
The teacher gives the job every week and gives time to send at midnight on Labor Day. There is no response or answers if the task that has been done and sent correctly or not.,"[{'term': 'content quality', 'polarity': 'neutral'}]"
I would like to have a link that can write and edit the lists of groups that some students who do not have a group may know that there are no groups and request to join the group with other groups.,"[{'term': 'instructor', 'polarity': 'neutral'}]"
"[Instructor] You must tell the student about the project at least two weeks before the final exam. [Instructor] He should not give any task during the final exam. I can understand that it is the practice, but it would be better if he has a solution for the student.I mean, how are you supposed to know that our answer is correct? While we are in class, we cannot understand anything.","[{'term': 'motivation', 'polarity': 'neutral'}]"
Illustrated on the exam,"[{'term': 'instructor', 'polarity': 'neutral'}]"
"In the part in which I did not understand coding, I want this course to teach me more clearly about competitive thinking or the process to do before coding, how to cut the problem. However, I also believe that this course is good for us.","[{'term': 'instructor', 'polarity': 'neutral'}]"
"I really like studying with the teacher. I like the accent, as the teacher's attention.","[{'term': 'organization', 'polarity': 'neutral'}]"
"The instructor must prepare materials and platform for students, students and make the laboratory more appropriate.","[{'term': 'content quality', 'polarity': 'neutral'}]"
"The [instructor] sound is not clear, often difficult to listen.","[{'term': 'content quality', 'polarity': 'neutral'}]"
"The teacher did not write on the subject while teaching, so we often do not know what chapter we learn, and wearing a blackboard in the teaching made it more difficult to give a conference because the teacher was a random location to write and mess. His communication tooIt was incomprehensible.","[{'term': 'motivation', 'polarity': 'neutral'}]"
I would like the teacher to have a past video because I would like to check more to understand more content,"[{'term': 'instructor', 'polarity': 'neutral'}]"
I would like the teacher to have a past video because I would like to check more to understand more content,"[{'term': 'motivation', 'polarity': 'neutral'}]"
Listen more to students' opinion,"[{'term': 'instructor', 'polarity': 'negative'}]"
The number of tasks is too much.,"[{'term': 'motivation', 'polarity': 'neutral'}]"
"The teacher received the task in class, so when I get sick I can not send the task correctly.While in the online session, the student can send the task with tools.","[{'term': 'content quality', 'polarity': 'neutral'}]"
I enjoyed this class. [Instructor] Make me feel that this issue is easier than I thought. Thank you to teach.,"[{'term': 'content quality', 'polarity': 'neutral'}]"
I really like the teacher.,"[{'term': 'organization', 'polarity': 'neutral'}]"
Great explanation about class material. It has the class more interesting and fun.,"[{'term': 'instructor', 'polarity': 'positive'}]"
Organize additional class,"[{'term': 'instructor', 'polarity': 'neutral'}]"
"At the time of writing, how to use other applications, such as [software], [software], etc.Because writing in [software] is quite delay and makes reading difficult.Thanks in advance.","[{'term': 'motivation', 'polarity': 'neutral'}]"
"[The instructor] is sometimes impolite, does not teach well, very small people appear in class because they have no idea what they are studying and do not find learning with [instructor] enjoying or easily understandable. The [instructor] method ismuch better than [the instructor], [the instructor] has a complete class of student, while no body wants to reach the [instructor] class. Health [of the instructor] is not good and interrupts the lesson, the method ofTeaching [of the instructor] is not fun.","[{'term': 'instructor', 'polarity': 'negative'}]"
"The given slides have too many words, formulas and diagrams, and I am overwhelmed by them.","[{'term': 'instructor', 'polarity': 'neutral'}]"
